id|content|labels
Siemens_WM_10_E_420_EE__Opinion_1472914|ropa mixto ropa seco|5
Siemens_WM_10_E_420_EE__Opinion_1615954|falta secador programa expres|5
Siemens_WM_10_S_320__Opinion_1636804|programa delicado color oscuro prenda normal niño pequeño|5
Siemens_WM_12E227EP__Opinion_2089830|mas utiles lavadora normal clasificación energético lavado rapido inconveniente anterior|4
Siemens_WM_12E471_EP__Opinion_1735593|cosa alemán tamaño normal cinta métrico profundidad real borde delantero parte posterior bombazo total reconocimiento automático plancha fácil mando táctil protección infantil juego sexual página web cacharro alemán calidad inferior|5
Siemens_WM_12E471_EP__Opinion_1764404|oportunidad genial aparato mejor|4
Siemens_WM_12P320_EE__Opinion_1828684|medida ideal|5
Siemens_WM_12S425_EE__Opinion_1738919|programa necesario prenda fino proceso completo|4
Siemens_WM_12S425_EE__Opinion_1766947|servicio técnico servicio oficial cohete espacial|1
Siemens_WM_12S425_EE__Opinion_1804381|inversión economica mando sencillo|5
Siemens_WM_12S425_EE__Opinion_1834116|lavadora ruidoso inutiles solo lavadora fantastica lavado mejor mas dulce mas costoso lavado diario ropa mejor|5
Siemens_WM_12S425_EE__Opinion_1849870|tambor vario gama nuevo motor nuevo tambor vario mas ruidoso tambor vario ropa delicado algodon delicado tambor vario|2
Siemens_WM_12S425_EE__Opinion_1850772|consumo energético prenda delicado parte interior programa especial|4
Siemens_WM_12S425_EE__Opinion_1856245|ústedes mismo|5
Siemens_WM_12_A_110_EE__Opinion_1041829|lavado diario|5
Siemens_WM_12_E_020_EE__Opinion_1419016|valoración energético velocidad máximo cosa interesante carga automático mando único ropa delicado|4
Siemens_WM_12_E_221_EE__Opinion_2081219|calidad-precio excelente patio interior patio interior gasto innecesario color blanco puerta frontal pantalla pequeño opción interesante|4
Siemens_WM_12_E_222_EE__Opinion_2001179|ropa sucio clasificación energético|4
Siemens_WM_12_E_22_WEP__Opinion_2136263|cosa bueno color blanco pantalla digital agua frío vez paso espuma excesivo ruido molesto cambio indeseable|4
Siemens_WM_12_E_370_EP__Opinion_1489072|clasificación energético uso muchisimo niño pequeño|5
Siemens_WM_12_E_42_DEE__Opinion_1272227|ropa delicado función extra display digital tiempo restante velocidad máximo tratamiento antihuella trmine justo familia numeroso pega gordo|5
Siemens_WM_12_E_470_EP__Opinion_1635235|producto español|5
Siemens_WM_12_E_470_EP__Opinion_1648341|servicio técnico|1
Siemens_WM_12_E_470_EP__Opinion_1692483|programa normal display digital tiempo restante proteccíon múltiple|4
Siemens_WM_12_Q_41_XEE__Opinion_2127126|clase energético clase energético color gris color blanco mas estrecho|4
Siemens_WM_12_Q_420_EE__Opinion_1980451|clasificacion energetica gestión inteligente giro brusco marcha progresivo parada progresivo señal acústico ropa quieto todaslas lavador|5
Siemens_WM_12_Q_470_EE__Opinion_1849449|lavadora automático color blanco carga frontal señal acústico tiempo restante válvula ecológico ciclo especial centrifugado delicado prenda oscuro lavado rápido máquina capaz cantidad pequeño consumo mínimo|4
Siemens_WM_12_Q_470_EE__Opinion_1998751|"rentadora automática cárrega frontal molt grans centímetro ""d"" i moderno dic moderno tipus ""d"" bou ""sobre"" anomenats touch restant fins mateixa rentadora inconvenient segons válvula ecológica mai ""mhavia"" plantejat peró i altres ara camises color ressó rentats rápids máquines capaz i sense ""d"" alto gamma sense i segons adquirim ens cómodes terminis molt probable llavors recomanaria molt més veig més mitja cárrega bastant perqué molt fino bastant assequible']"|5
Siemens_WM_12_Q_470_EE__Opinion_2000160|desempeño eficiente consumo menor avance tecnológico lavadora normal panel lateral artefacto interno señal acústico programa diferente prenda oscuro lavado rápido centrifugado normal medida total sistema múltiple forma cómodo cantidad justo esquina derecho tiempo restante consumo energético|5
Siemens_WM_12_Q_470_EE__Opinion_2001174|consumo energético prenda grande prenda delicado|4
Siemens_WM_12_Q_470_EE__Opinion_2009913|lavado rápido ropa delicado|5
Siemens_WM_12_Q_470_EE__Opinion_2022697|servicio tecnico parte mecano servicio tecnico servicio tecnico|1
Siemens_WM_12_Q_470_EE__Opinion_2091982|personal técnico recargo asiemensuno cliente contento móvil directo|5
Siemens_WM_12_S_320_EE__Opinion_1435086|encimera vitrocerámicas servicio técnico|2
Siemens_WM_12_S_32_XEE__Opinion_1454886|acerlera muchisimo secado posterior plano energético consumo electrico tejido sinteticos resultado final display digital señal acústico|5
Siemens_WM_12_S_426_EE__Opinion_1920499|caña increible verdad super|5
Siemens_WM_12_S_426_EE__Opinion_1978461| |5
Siemens_WM_12_S_43_XEE__Opinion_2005430|uso propio carga claro acero inoxidable plástico resistente peso máximo mas electrodoméstico acero inoxidable sistema antidesbordamiento servicio técnico lavado regular modelo anterior|5
Siemens_WM_12_S_742_EE__Opinion_2115833|empresa multinacional origen alemán carga frontal lavadora semanal consumo anual uso regular eficiencia energético color blanco ropa listo tiempo restante|4
Siemens_WM_12_S_743_EE__Opinion_2004876|tiempo restante carga frontal familia numeroso|4
Siemens_WM_14S740EE__Opinion_1438989|ropa delicado lavadora silencioso|5
Siemens_WM_14S740EE__Opinion_1494809|consumo energetico|4
Siemens_WM_14_E_465_EP__Opinion_1849274|aviso previo error tipográfico aviso previo error tipográfico aviso previo error tipográfico aviso previo error tipográfico|5
Siemens_WM_14_E_465_EP__Opinion_1850797|funcionamiento general suciedad ligero prenda oscuro programa especial|4
Siemens_WM_14_S_743_EE__Opinion_2116349|mía propio lavadora frontal eficiencia energético uso diario garantía estupendo gestión inteligente antimanchas automático x ancho diseño atractivo color blanco lavadora rápido|5
Siemens_WM_16S740__Opinion_1465961|lavado completo precio minimo diseño independiente|5
Siemens_WM_16S740__Opinion_1979779|tipo diferente x ancho pantalla digital tiempo restante|5
Siemens_WM_16S890_EE__Opinion_1874776| |5
Siemens_WM_16S890_EE__Opinion_1962408|mas alto ruido mayor energía interno manera seguro|5
Siemens_WM_16S890_EE__Opinion_1976835| |5
Siemens_WM_16S890_EE__Opinion_2097204|modulos electronicos|1
Siemens_WM_16S890_EE__Opinion_2120332|ruido tremendo servicio técnico persona mayor asistencia técnico|1
Siemens_WM_16S890_EE__Opinion_2130712|característica específico función principal lavadora normal contenedor interno agua vario ropa negro ropa claro|5
Siemens_WM_16_S_74_XEE__Opinion_1491963|aspecto externo vida blanco parte frontal casa anterior electrodoméstico moderno ropa admisible prenda resistente color ecológico función adicional suciedad fuerte prenda similar dicha secador tratamiento automático mancha diferente mamá jajaja tratamiento previo característica general antimanchas automático detergente líquido programa ajustable cristal líquido antimanchas automático aclarado adicional velocidad máximo aparato electrodoméstico ámbito doméstico agua potable red público uso corriente animal doméstico curiosidad igual cuadro sinóptico manera inverso tejido resistente prenda resistente color económico tejido sintético prenda delicado producto químico mimosín jajajaja prenda lavable aclarado adicional mancha resistente centrifugado adicional programa rápido programa ideal ropa deportivo negocio sucio memoria libre|5
Siemens_WM_16_S_74_XEE__Opinion_1621662|tipo diferente x ancho|5
Siemens_WM_16_S_78_XEE__Opinion_1990697|tipo diferente x ancho pantalla digital tiempo restante|5
Siemens_WM_53660_EE__Opinion_1034922|lavadora anterior acero inoxidable momento-de cierto disponibilidad inmediato lavadora anterior acero inoxidable etiqueta energético eficiencia energético eficiencia energético característica energético consumo real red eléctrico prenda voluminoso cantidad máximo tejido resistente tejido delicado forma automático espacio independiente modelo concreto ahorro energético limpieza similar uso diario mando programador programa básico consumo energé-tico función adicional suciedad escasa-ligera aclarado adicional programa adicional centrifugado adicional lavadora anterior carga frontal velocidad máximo grupo usuario caso lavador profesional competente consumo energético|4
Siemens_WP11T351EE__Opinion_2004549|clase energético plus energético carga máximo motor grande carga fronta función anti-goteo experiencia propio|4
Siemens_WP_09R152_EE__Opinion_2004881|carga superior plástico resistente lavadora bueno|3
Siemens_WP_13T551_BY__Opinion_1798413|producto alemán averias serio experiencia anteior|1
Siemens_WXB_2462__Opinion_1318845|uso normal lavadora nuevo vida útil solución efectivo|1
Siemens_WXLI3640_EE__Opinion_1089313|hijo pequeño prenda grande lavadora bueno ahorro energético carga frontal centrifugado suave prenda delicado|5
Siemens_WXLI3640_EE__Opinion_1117097|ropa limpio cajetín central tienda físico|4
Siemens_WXLI3640_EE__Opinion_1117333|servicio técnico servicio técnico día siguiente|1
Siemens_WXLI_1060EE__Opinion_1270780|display digital protección antiarruga ciclo especial acero inoxidable lavadora panelable|4
Siemens_WXLM_973_EE__Opinion_1133150|trabajo extra marca diferente experiencia particular boca grande cocina jajaja puerta grande característica principal experiencia personal|5
Siemens_WXLP_126XEE__Opinion_1081428|niño pequeño ahorro importante frontal panelable programa diferente centrifugado diferente prenda delicado resultado excelente|5
Siemens_WXL_1060_EE__Opinion_1041727|tarifa nocturno agua necesario|5
Siemens_WXL_1060_EE__Opinion_1042369| |5
Siemens_WXL_1062_EE__Opinion_970852|garantía gratis letra pequeño ropa máximo manta grande prenda concreto mando conta luz intermitente|5
Siemens_WXL_1173_EE__Opinion_1490616|tecnologia alemán telefono inalambrico pantalla digital clasificacion energetica proteccion antiarruga|4
Siemens_WXL_1273_EE__Opinion_1831958|servicio técnico precio especial circunstancia particular prestación fantástico|1
Siemens_WXL_127_FEE__Opinion_1063792|prenda delicado prenda mejor mañana solo garantía extra|5
Siemens_WXL_127_FEE__Opinion_1064158|mu sencillo prenda mejor|5
Siemens_WXL_862_EE__Opinion_944549|protección antiarruga ciclo especial x ancho|5
Smeg_LBE_1000_X2__Opinion_1087207| |4
Smeg_LST_107__Opinion_2091809| |5
Smeg_SLB127ES__Opinion_2004612|fabricante italiano gama media-alta mas bonito galeria blanco carga frontal prenda delicado|4
Smeg_SLB127ES__Opinion_2027871|cliente contento móvil directo|5
Smeg_SLB127ES__Opinion_2045248|personal técnico recargo asmeguno cliente contento móvil directo|5
Smeg_SLB147ES__Opinion_2087475|carga frontal eficiencia energético sistema anti programa especial programa nocturno medida típico prestación increíble factura normal|5
Smeg_SLB_1601_E__Opinion_1200538|resto plástico display automático|5
Smeg_SWM_107_ES__Opinion_2006058|eficiencia energético carga máximo lavadora barato acero inoxidable|4
Smeg_SWM_107_ES__Opinion_2122539|móvil directo horno pirolitico frigorifico americano congelador horizontal frigorifico americano placa vitroceramica|5
Smeg_SWM_812ES1__Opinion_2003128|electrónica digital parte superior clase energético agua caliente|5
Smeg_SWM_812ES1__Opinion_2144386|frigorifico americano placa vitroceramica|5
Taurus_TLV_1070_ETC__Opinion_1238659|servicio tecnico dia siguiente servicio tecnico clasificacion energetica|1
Taurus_TLV_1255__Opinion_1026144|botón frontal precio razonable momento fiable|4
Taurus_TLV_1255__Opinion_1060087|pantala digital panel frontal carga pleno lavado economico|4
Taurus_TLV_1255__Opinion_1961248|lavadora barato defecto estético tienda habitual carga frontal centrifugado corto programa intermedio|4
Taurus_TLV_126_E_AC__Opinion_1484325|lavadora nuevo carga frontal sistema único eficiencia energético solución práctico clase energético clase energético lavado automático lavado diario lavado rápido lavadora analógico lavado actual tiempo restante control digital tiempo distinto nave espacial ropa distinto|4
Taurus_TLV_4050_NT__Opinion_1101434|programa diferente carga medio centrifugado potente rendimiento energético|2
Taurus_TLV_6075__Opinion_1202124|mas barato función extra mando giratorio caso omiso valor aconsejable garantía total contaminación acústico clasificación energético desembolso fuerte clasificación energético|3
Taurus_TLV_8555__Opinion_984284|precio razonable mas importante funcionamiento silencioso mas importante igual caracteristicas|5
Techwood_TW_1000__Opinion_2127989|cosa raro carga normal casa habitual lavadora económico|3
Techwood_TW_6005_A__Opinion_2088209|lavadora convencional carga frontal prenda delicado lavadora simple tiempo restante eficiencia energético sistema anti sistema anti|4
Teka_LI2_1000__Opinion_1013612|casa nuevo mas eficaz|5
Teka_LI2_1000__Opinion_1037164|modelo encastrable modelo encastrables niño pequeño ahorro energético lavadora antiguo compartimento pequeño lavado rápido lavado normal aclarado extra piel sensible agua frío color resistente color delicado programa largo color resistente centrifugado suave lavado delicado lana lavable programa rápido paño húmedo|3
Teka_LI_1260_S__Opinion_2094887|programa corto mas eficaz agua frío tiempo restante programa rápido pata ajustable aclarado extra tambor lleno tiempo restante clasificación energético potencia nominal|3
Teka_LP2_1000__Opinion_1199047|cosa bueno|4
Teka_LP2_1000__Opinion_1199105|servicio técnico|2
Teka_LS1_1000_I__Opinion_523674|hogar español solución perfecto secado completo tarifa nocturno ciclo completo persona alérgico prenda delicado centrifugado suave fibra natural ropa interior lavadora normal técnica oficial ciudad español|5
Teka_TK2_1070_INOX__Opinion_1951215|lavadora electrónico acero inoxidable detalle importante programa rápido programa rápido clasificación energético|3
Teka_TK2_1070_INOX__Opinion_2097409|cuba interior|1
Teka_TK2_1070_INOX__Opinion_2138052|móvil directo horno pirolitico frigorifico americano congelador horizontal frigorifico americano placa vitroceramica|5
Teka_TK2_1070_INOX__Opinion_2143039|móvil directo horno pirolitico frigorifico americano congelador horizontal frigorifico americano placa vitroceramica|5
Teka_TK2_1280__Opinion_2011450|clase energético consumo eléctrico súper corto controlador digital nivel informativo|5
Teka_TK2_1280__Opinion_2039705|familia normal temporizador programable tiempo restante mas facil persona solo|4
Teka_TK2_1280__Opinion_2085252|programa diferente prenda grande clasificación enrgética agua suficiente sistema antihuella acero inóxidable|3
Teka_TK2_1480__Opinion_2091035|ropa delicado color blanco apertura frontal carga frontal tiempo restante programa rápido x ancho prestación alto|4
Teka_TKE_1000_S__Opinion_1134434|aspecto exterior detalle técnico carga frontal tejido delicado programa diferente tejido delicado aclarado extra rueda selector|5
Teka_TKE_1000_S__Opinion_1370714|clasificación energetica programa expres cosa pequeño|3
Teka_TKE_1000_S__Opinion_1387821|clasificacion energetica calentamiento global|4
Teka_TKE_1270__Opinion_2087325|lavadora ideal|5
Teka_TKW_1070__Opinion_2091136|aparato electrodoméstico carga frontal pared justo|3
Teka_TKW_1070__Opinion_2097415|cuba interior|1
Teka_TKW_1270_X__Opinion_2150575|parte superior color blanco acero inoxidable eficiencia energético|4
Teka_TKX1_1000_T__Opinion_2055557| |3
Teka_TKX1_1000_T__Opinion_2097414|cuba interior|1
Teka_TKX1_600_T__Opinion_1924918| |4
Teka_TKX_1000_T__Opinion_1269986|semana siguiente semana entero chico diferente|2
Teka_TKX_1000_T__Opinion_1350889|lavado especial lavado tradicional sistema rápido|3
Teka_TKX_1000_T__Opinion_1497395|niño pequeño puerta frontal centro comercial agua fria aparte adiccionales plancha facil pieza extra filto frontal lavadora cria mas opis|5
Teka_TKX_1000_T__Opinion_1828779|agradeceria muxisimo demas solo|4
Teka_TKX_1000_T__Opinion_2127837|móvil directo horno pirolitico frigorifico americano congelador horizontal frigorifico americano placa vitroceramica|5
Teka_TKX_100__Opinion_1437211|piso nuevo mas sencillo problema técnico servicio técnico servicio técnico garantía solo servicio técnico lugar regular lavadora económico modelo posterior|3
Teka_TKX_100__Opinion_1691159|servicio tecnico mas caro vez solo|1
Teka_TKX_800_T__Opinion_2102668|ropa seco indicador luminoso luz conforme función antiarruga debe pular ropa delicado planchado fácil rueda selector ropa deportivo ropa delicado|5
Telefunken_TLK_1208__Opinion_2083389|empresa alemán mercado español precio asequible antracita negro carga frontal display digital cadena francés precio asequible|5
Thomson_Perfecta_881_LTP__Opinion_1207590|carga superior problema mayor carga superior prenda delicado|3
Thor_TL2_500__Opinion_1932242|servicio tecnico|1
Thor_TL2_500__Opinion_2128543|marca blanco acero inoxidable precio medio acero inoxidable funcionamiento intuitivo acabado robusto programa rápido|3
Tiendas_Off_Line_Cheap_Electrodomesticos__Opinion_1724654|defecto estético página web tienda normal catálogo profesional costado izquierdo vista prodigioso aparato viejo|4
Whirlpool_AWE_2239__Opinion_1795542|ciclo extra transmision transversal lado contrario mas sobresaliente ropa casero|4
Whirlpool_AWE_2239__Opinion_1808176| |5
Whirlpool_AWE_2239__Opinion_1870673|estructura fuerte mercado mundial lavado perfecto|5
Whirlpool_AWE_2239__Opinion_1898787|reparación vitrocerámicas reparación secador reparación frigorífico|5
Whirlpool_AWE_2239__Opinion_2091146|personal técnico cliente contento móvil directo|5
Whirlpool_AWE_2239__Opinion_2120263|móvil directo horno pirolitico frigorifico americano congelador horizontal frigorifico americano placa vitroceramica|5
Whirlpool_AWE_2239__Opinion_2125450|móvil directo horno pirolitico frigorifico americano congelador horizontal frigorifico americano placa vitroceramica|5
Whirlpool_AWE_2239__Opinion_2137722|carga frontal mas escandaloso producto bueno|4
Whirlpool_AWE_2239__Opinion_2138051|móvil directo horno pirolitico frigorifico americano congelador horizontal frigorifico americano placa vitroceramica|5
Whirlpool_AWE_2239__Opinion_2143040|móvil directo horno pirolitico frigorifico americano congelador horizontal frigorifico americano placa vitroceramica|5
Whirlpool_AWE_2239__Opinion_2148868|personal técnico cliente contento móvil directo|5
Whirlpool_AWE_2239__Opinion_2149106|personal técnico cliente contento móvil directo|5
Whirlpool_AWE_2239__Opinion_2151299|móvil directo horno pirolitico frigorifico americano congelador horizontal frigorifico americano placa vitroceramica|5
Whirlpool_AWE_2361__Opinion_1543498|carga superior mancha dificiles planchado facil capacidad tradicional|4
Whirlpool_AWE_2415__Opinion_1294007|apertura fácil indicador luminoso carga superior|5
Whirlpool_AWE_5080__Opinion_1601949|clase energetica mas corto mas largo r.p.m. maximo gasto energetico|5
Whirlpool_AWE_6510__Opinion_2083790|lavadora ideal hogar actual control automático programa especial lavado rápido mancha difícil|4
Whirlpool_AWE_6510__Opinion_2084574|fallo habitual|2
Whirlpool_AWE_6515__Opinion_1356190|frigorifico combi poténcia electrica carga superior clasificación energetica parte interior producto anticaloría ropa delicado lenceria fino r.p.m. solo ropa fino normativa municipal tarifa electricas garantia opcional agua caliente|5
Whirlpool_AWE_6515__Opinion_1461127|ropa delicado vivis solo solucina facil|5
Whirlpool_AWE_6515__Opinion_1731957|lavadora compraria|5
Whirlpool_AWE_6515__Opinion_1956095|programador electronico lavadora lynx lavadora duro placa electronica servicio tecnicos|3
Whirlpool_AWE_6517__Opinion_2081540|color blanco parte trasero lavado rápido ciclo normal mancha difícil aspecto delgado|5
Whirlpool_AWE_6517__Opinion_2081551|indicador justo superficie mejor carga superior|5
Whirlpool_AWE_6518__Opinion_1742070|milisegundo facil tiempo posible espacio pequeño prenda delicado yqueson seguro|4
Whirlpool_AWE_6518__Opinion_1750103|experiencia personal|5
Whirlpool_AWE_6519_P__Opinion_1824803|lavado largo carga superior carga frontal r.p.m. mejor prenda delicado|4
Whirlpool_AWE_7629__Opinion_2024721|color blanco lavadora automático|4
Whirlpool_AWE_7640__Opinion_2139065|marca whirpool servicio técnico mas alto|3
Whirlpool_AWE_7725__Opinion_1407578|ficha técnico consumo energético tiempo restante prenda delicado|4
Whirlpool_AWE_8629__Opinion_2002698|lavadora nuevo piso nuevo velocidad máximo consumo inferior|5
Whirlpool_AWE_8640__Opinion_2082077|lavadora anterior color blanco acero inoxidable carga frontal peso total control electrónico tela sintético prenda delicado prelavado intensivo factor importante consumo energético lavadora ecológico coste operativo consumo medio|5
Whirlpool_AWE_8643__Opinion_2126805|hogar innovador diseño elegante vida diario rendimiento extraordinario eficiencia energético experiencia intuitivo diseño vanguardista diseño básico carga frontal tamaño delgado mas discreto centrifugado regulable mas cómodo mas delgado|4
Whirlpool_AWE_8761_ZEN__Opinion_2092492|carga frontal|4
Whirlpool_AWE_8761__Opinion_2008664|ropa semi espacio pequeño color gris apariencia hermoso|3
Whirlpool_AWE_8761__Opinion_2028756|cliente contento móvil directo|5
Whirlpool_AWE_9723__Opinion_1031776|centrifugado alto|5
Whirlpool_AWE_9723__Opinion_1962428|ventaja principal espacio pequeño carga frontal jabón líquido lavado diferente carga entero|3
Whirlpool_AWG_5081__Opinion_1996523|desastre total lavadora anterior color lanco acero inoxidable carga frontal peso total control electrónico tela sintético prenda delicado prelavado intensivo factor importante consumo energético lavadora ecológico coste operativo consumo medio|5
Whirlpool_AWG_5081__Opinion_2006384| |2
Whirlpool_AWM_1000__Opinion_2088848|ropa semanal familia numeroso casa rural lavadora industrial carga frontal número máximo sistema interno eficiencia energético humedad residual inyección directo acero inoxidable elemento calentador cable flexible|3
Whirlpool_AWM_339_A__Opinion_1362062|niño pequeño avería importante año largo lavadora igual|1
Whirlpool_AWM_5060_2__Opinion_1031813|filtro extraible parte frontal|4
Whirlpool_AWM_5080_3__Opinion_1117866|prenda delicado mas delicado agua fria|5
Whirlpool_AWM_5105__Opinion_1059221|clasificación energético clasificación estándar prenda interior tejido delicado ropa interior suciedad bajo ropa interior prenda delicado tejido textil ropa delicado edredón grande tiempo récord indicador luminoso opción extra color blanco dibujo explicativo puerta redondo medida aprox edredón grande|5
Whirlpool_AWM_5105__Opinion_1087711|lavadora justo círculo azul ropa común lavado rápido nave espacial calificación energético matrimonio normal saca perfecto|5
Whirlpool_AWM_5105__Opinion_1167279| |4
Whirlpool_AWM_5105__Opinion_2129874|ropa salio|4
Whirlpool_AWM_5120__Opinion_1036910|producto electrónico marca blanco acero inoxidable motivo laboral tiempo moderno larga listo programa corto pulsador táctil luz eléctrico material biodegradable ropa blanco color oscuro modo general|5
Whirlpool_AWM_5120__Opinion_1283701|tiempo corto ciclo corto ropa limpio|5
Whirlpool_AWM_6103__Opinion_1166635|gerra mundial ropa oscuro|5
Whirlpool_AWM_6123__Opinion_1585156|servicio tecnico servicio técnico marca blanco|1
Whirlpool_AWM_7080__Opinion_1208884|marca norteamericano país europeo mercado asiático|4
Whirlpool_AWM_7080__Opinion_978510|gama medio gama alto gama bajo marca propio marca norteamericano país europeo mercado asiático mercado norteamericano valor máximo clasificación energético sistema comunitario criterio homogéneo consumo energético ahorro económico categoría superior consumo energético carga frontal acero inoxidable acero inoxidable comodidad excelente rotación lento panel central opción especial tiempo restante sistema antiarruga lavado rapido enjuague intensivo cuba lleno centrifugado regulable temperatura regulable acero inoxidable material lavable consumo total consumo total página web|4
Whirlpool_AWM_7100__Opinion_1244968|prenda delicado modo económico cuba lleno aclarado extra centrifugado suave espacio adicional pedestal accesorio forma idóneo espacio adicional centrifugado variable lavado variable consumo energético tiempo restante prenda mixto sistema mecedor cuba lleno aclarado adicional|5
Whirlpool_AWM_7100__Opinion_1386284|ruido extraño servicio tecnico categoria bueno|3
Whirlpool_AWM_7106__Opinion_1064760|lavadora funcional lavadora ideal calidad bueno diseño moderno programa diferente cuba lleno programa especial función electronicas función importante cosa importante garantia total|5
Whirlpool_AWM_710__Opinion_1177414|tiempo restante cuba lleno acero inoxidable programa antiarruga agua residual|5
Whirlpool_AWM_8000_Dreamspace__Opinion_957648|tiempo restante|5
Whirlpool_AWM_8062_2__Opinion_1093923|queta muchisimo lavado rapido programa normal|5
Whirlpool_AWM_8082_lavadoras__Opinion_1029312|energía posible carga frontal botón especial prenda mixto tejido delicado programa especial función adicional aclarado intensivo cuba lleno función especial clasificación energético|5
Whirlpool_AWM_8082_lavadoras__Opinion_1029949|súper eficaz tecla correspondiente programa especial ropa súper|5
Whirlpool_AWM_8082_lavadoras__Opinion_2027416| |5
Whirlpool_AWM_8100__Opinion_947030|vida diario extremement económico máquina usual ropa sucio ropa sucio programa ideal programa necesario mancha duro neumático grande|5
Whirlpool_AWM_8102_2__Opinion_1010041|vida diario sentido inteligente agua posible modelo nuevo modelo intermedio carga frontal panel frontal panel controlador cuba lleno aclarado intensivo clasificación energético acero inoxidable tiempo restante ropa listo|5
Whirlpool_AWOC_7200__Opinion_2084881|aliado ideal lavado completo lavado ultrarápido pantalla frontal ahorro energético|4
Whirlpool_AWOC_8110__Opinion_2094264| |4
Whirlpool_AWOC_8221__Opinion_2032163|carga frontal lavado grande carga frontal|5
Whirlpool_AWOC_8221__Opinion_2141031|pantalla digital lavado corto ropa interior|4
Whirlpool_AWOD_051__Opinion_2139064|marca whirpool awod cero servicio técnico mas alto|3
Whirlpool_AWOE_8511__Opinion_2132135|desastre total lavadora anterior color lanco acero inoxidable carga frontal peso total control electrónico tela sintético prenda delicado prelavado intensivo factor importante consumo energético lavadora ecológico coste operativo consumo medio|5
Whirlpool_AWOE_9350__Opinion_2094927|carga frontal formato tradicional color blanco cantidad inferior prenda delicado pizas grande lavado rápido aclarado intensivo eficiencia energético consumo anual potencia sonoro familia numeroso|4
Whirlpool_AWOE_9350__Opinion_2137725|carga frontal color blanco mas grande precio intermedio|3
Whirlpool_AWOE_9558__Opinion_1681123|lavadora silencioso diseño inteligente consumo energetico mas facil|5
Whirlpool_AWOE_9558__Opinion_1713343|servicio técnico|1
Whirlpool_AWOE_9558__Opinion_1765127|servicio tecnico hijo junto|2
Whirlpool_AWOE_9558__Opinion_1865123|tamaño estándar|4
Whirlpool_AWOE_9558__Opinion_1898794|reparación vitrocerámicas reparación secador reparación frigorífico|5
Whirlpool_AWOE_9569_I__Opinion_2006070|velocidad máximo tiempo restante lavadora excelente|5
Whirlpool_AWO_12563__Opinion_1285320|sistema antiarruga|5
Whirlpool_AWO_6300__Opinion_1414012| |2
Whirlpool_AWO_9512__Opinion_2137839|carga medio carga frontal parte delantero tapa circular parte superior parte central parte superior lavadora respetuoso eficiencia energético|5
Whirlpool_AWO_9512__Opinion_2139083|marca awo carga frontal led indicador marca whirpool|3
Whirlpool_AWO_D_044__Opinion_1706078|capacidad bajo seguridad automático capacidad bajo seguridad automático capacidad bajo seguridad automático|5
Whirlpool_AWO_D_43115__Opinion_1537087|lavadora barato programa básico programador solo r.p.m. regulable lavado rapido mancha dificiles planchado facil carga variable prenda grande garantía total|3
Whirlpool_AWO_D_45431__Opinion_1453025|carga maxima tiempo restante lavado economico planchado facil programa especial lavado genericos gasto energetico tarifa nocturno mas barato|5
Whirlpool_AWO_D_4605__Opinion_2092469|edredón doble carga automático|5
Whirlpool_AWO_D_6109__Opinion_1983273|correa suelto|1
Whirlpool_AWO_D_6109__Opinion_2133296|electrodoméstico medio tejido sintético cubeta lleno encimera convencional parte superior opción disponible parte superior cuba lleno pilote correspondiente lavadora enterior lavadora sencillo tiempo necesario temperatura bajo rograma rápido arma tremendo ruido normal tipo medio descuento especial|3
Whirlpool_AWO_D_6110__Opinion_2004682|clase energético gusto personal|3
Whirlpool_AWO_D_6129__Opinion_1785009|mas maravilloso|5
Whirlpool_AWO_D_6130__Opinion_1853818| |5
Whirlpool_AWO_D_6130__Opinion_1998501|consumo eléctrico diseño elegante|5
Whirlpool_AWO_D_6130__Opinion_2002257|clasificación energético aclarado intensivo prenda delicado capacidad máximo display digital led luminoso|4
Whirlpool_AWO_D_6130__Opinion_2058410| |1
Whirlpool_AWO_D_6130__Opinion_2098693|personal técnico recargo awhirlpooluno cliente contento móvil directo|5
Whirlpool_AWO_D_6130__Opinion_2137723|mas caro servicio técnico yq ue|3
Whirlpool_AWO_D_6130__Opinion_2148354|personal técnico cliente contento móvil directo|5
Whirlpool_AWO_D_6130__Opinion_2148895|móvil directo horno pirolitico frigorifico americano congelador horizontal frigorifico americano placa vitroceramica|5
Whirlpool_AWO_D_6130__Opinion_2149684|móvil directo horno pirolitico frigorifico americano congelador horizontal frigorifico americano placa vitroceramica|5
Whirlpool_AWO_D_6507__Opinion_1386123|ropa vaquero marca fiable|4
Whirlpool_AWO_D_6703__Opinion_1738798|eficiencia energético planchado fácil agua frío cubeta lleno|4
Whirlpool_AWO_D_6723__Opinion_1647600| |4
Whirlpool_AWO_D_6723__Opinion_1848623|ingeniero industrial|1
Whirlpool_AWO_D_7107__Opinion_1519118|casita nuevo precio igual efecto antibacteriano control automático led luminoso|5
Whirlpool_AWO_D_8007__Opinion_1578924|lavado bueno lavadora durable instalación fácil|5
Whirlpool_AWO_D_8007__Opinion_1586024|lavarropas automático red eléctrico agua potable boca exclusivo cuadrado blanco lavarropas común dispositivo electrónico tambor horizontal carga superior|5
Whirlpool_AWO_D_8409__Opinion_1798771| |4
Whirlpool_AWO_D_8409__Opinion_2081800|acero inoxidable|3
